C,gamma,kernel,accuracy,recall,model_type,n_estimators,max_depth,learning_rate
,,,0.8157625383828045,0.608355091383812,RF,2500.0,70.0,
,,,0.8147389969293757,0.608355091383812,RF,2600.0,70.0,
,,,0.8137154554759468,0.6057441253263708,RF,2700.0,70.0,
,,,0.8137154554759468,0.6057441253263708,RF,2800.0,70.0,
,,,0.8137154554759468,0.6031331592689295,RF,2900.0,70.0,
,,,0.8147389969293757,0.6031331592689295,RF,3000.0,70.0,
,,,0.8167860798362334,0.6057441253263708,RF,3100.0,70.0,
,,,0.608,0.0,XGB,100.0,3.0,0.001
,,,0.7114,0.2872,XGB,400.0,3.0,0.001
,,,0.7359,0.3786,XGB,700.0,3.0,0.001
,,,0.74,0.4178,XGB,1000.0,3.0,0.001
,,,0.7451,0.436,XGB,1300.0,3.0,0.001
,,,0.7544,0.4621,XGB,1600.0,3.0,0.001
,,,0.7625,0.4909,XGB,1900.0,3.0,0.001
,,,0.7687,0.5065,XGB,2200.0,3.0,0.001
,,,0.7738,0.5196,XGB,2500.0,3.0,0.001
,,,0.7769,0.53,XGB,2800.0,3.0,0.001
,,,0.7779,0.5326,XGB,3100.0,3.0,0.001
,,,0.608,0.0,XGB,100.0,6.0,0.001
,,,0.7564,0.3995,XGB,400.0,6.0,0.001
,,,0.7728,0.4621,XGB,700.0,6.0,0.001
,,,0.7851,0.5013,XGB,1000.0,6.0,0.001
,,,0.7922,0.5248,XGB,1300.0,6.0,0.001
,,,0.7984,0.5431,XGB,1600.0,6.0,0.001
,,,0.8014,0.5561,XGB,1900.0,6.0,0.001
,,,0.8055,0.5666,XGB,2200.0,6.0,0.001
,,,0.8096,0.577,XGB,2500.0,6.0,0.001
,,,0.8137,0.5875,XGB,2800.0,6.0,0.001
,,,0.8178,0.6057,XGB,3100.0,6.0,0.001
,,,0.608,0.0,XGB,100.0,9.0,0.001
,,,0.7625,0.4204,XGB,400.0,9.0,0.001
,,,0.782,0.4778,XGB,700.0,9.0,0.001
,,,0.8004,0.5326,XGB,1000.0,9.0,0.001
,,,0.8066,0.5535,XGB,1300.0,9.0,0.001
,,,0.8117,0.5718,XGB,1600.0,9.0,0.001
,,,0.8229,0.6031,XGB,1900.0,9.0,0.001
,,,0.8301,0.624,XGB,2200.0,9.0,0.001
,,,0.8332,0.6371,XGB,2500.0,9.0,0.001
,,,0.8383,0.6449,XGB,2800.0,9.0,0.001
,,,0.8373,0.6475,XGB,3100.0,9.0,0.001
,,,0.782,0.5431,XGB,100.0,3.0,0.0342222222222222
,,,0.824,0.6371,XGB,400.0,3.0,0.0342222222222222
,,,0.8434,0.6789,XGB,700.0,3.0,0.0342222222222222
,,,0.8454,0.6841,XGB,1000.0,3.0,0.0342222222222222
,,,0.8516,0.705,XGB,1300.0,3.0,0.0342222222222222
,,,0.8598,0.718,XGB,1600.0,3.0,0.0342222222222222
,,,0.8628,0.7311,XGB,1900.0,3.0,0.0342222222222222
,,,0.8659,0.7311,XGB,2200.0,3.0,0.0342222222222222
,,,0.8649,0.7311,XGB,2500.0,3.0,0.0342222222222222
,,,0.8618,0.7311,XGB,2800.0,3.0,0.0342222222222222
,,,0.8598,0.7232,XGB,3100.0,3.0,0.0342222222222222
,,,0.8209,0.6162,XGB,100.0,6.0,0.0342222222222222
,,,0.8588,0.6971,XGB,400.0,6.0,0.0342222222222222
,,,0.8721,0.7311,XGB,700.0,6.0,0.0342222222222222
,,,0.8741,0.7363,XGB,1000.0,6.0,0.0342222222222222
,,,0.871,0.7311,XGB,1300.0,6.0,0.0342222222222222
,,,0.871,0.7337,XGB,1600.0,6.0,0.0342222222222222
,,,0.869,0.7311,XGB,1900.0,6.0,0.0342222222222222
,,,0.869,0.7311,XGB,2200.0,6.0,0.0342222222222222
,,,0.871,0.7363,XGB,2500.0,6.0,0.0342222222222222
,,,0.8721,0.7337,XGB,2800.0,6.0,0.0342222222222222
,,,0.8751,0.7441,XGB,3100.0,6.0,0.0342222222222222
,,,0.8434,0.6606,XGB,100.0,9.0,0.0342222222222222
,,,0.869,0.7258,XGB,400.0,9.0,0.0342222222222222
,,,0.868,0.718,XGB,700.0,9.0,0.0342222222222222
,,,0.8721,0.7311,XGB,1000.0,9.0,0.0342222222222222
,,,0.871,0.7363,XGB,1300.0,9.0,0.0342222222222222
,,,0.8721,0.7415,XGB,1600.0,9.0,0.0342222222222222
,,,0.871,0.7441,XGB,1900.0,9.0,0.0342222222222222
,,,0.8721,0.7441,XGB,2200.0,9.0,0.0342222222222222
,,,0.8721,0.7467,XGB,2500.0,9.0,0.0342222222222222
,,,0.871,0.7441,XGB,2800.0,9.0,0.0342222222222222
,,,0.87,0.7415,XGB,3100.0,9.0,0.0342222222222222
,,,0.8066,0.5953,XGB,100.0,3.0,0.0674444444444444
,,,0.8362,0.671,XGB,400.0,3.0,0.0674444444444444
,,,0.8526,0.7128,XGB,700.0,3.0,0.0674444444444444
,,,0.8567,0.7206,XGB,1000.0,3.0,0.0674444444444444
,,,0.8577,0.7232,XGB,1300.0,3.0,0.0674444444444444
,,,0.8618,0.7311,XGB,1600.0,3.0,0.0674444444444444
,,,0.8618,0.7311,XGB,1900.0,3.0,0.0674444444444444
,,,0.8598,0.7285,XGB,2200.0,3.0,0.0674444444444444
,,,0.8628,0.7311,XGB,2500.0,3.0,0.0674444444444444
,,,0.8608,0.7258,XGB,2800.0,3.0,0.0674444444444444
,,,0.8567,0.7206,XGB,3100.0,3.0,0.0674444444444444
,,,0.8373,0.6658,XGB,100.0,6.0,0.0674444444444444
,,,0.8751,0.7337,XGB,400.0,6.0,0.0674444444444444
,,,0.8731,0.7415,XGB,700.0,6.0,0.0674444444444444
,,,0.868,0.7389,XGB,1000.0,6.0,0.0674444444444444
,,,0.869,0.7441,XGB,1300.0,6.0,0.0674444444444444
,,,0.8669,0.7415,XGB,1600.0,6.0,0.0674444444444444
,,,0.8659,0.7363,XGB,1900.0,6.0,0.0674444444444444
,,,0.869,0.7441,XGB,2200.0,6.0,0.0674444444444444
,,,0.87,0.7415,XGB,2500.0,6.0,0.0674444444444444
,,,0.871,0.7441,XGB,2800.0,6.0,0.0674444444444444
,,,0.871,0.7441,XGB,3100.0,6.0,0.0674444444444444
,,,0.8547,0.6893,XGB,100.0,9.0,0.0674444444444444
,,,0.8772,0.7389,XGB,400.0,9.0,0.0674444444444444
,,,0.8741,0.7467,XGB,700.0,9.0,0.0674444444444444
,,,0.8721,0.7493,XGB,1000.0,9.0,0.0674444444444444
,,,0.8751,0.752,XGB,1300.0,9.0,0.0674444444444444
,,,0.871,0.7441,XGB,1600.0,9.0,0.0674444444444444
,,,0.8731,0.752,XGB,1900.0,9.0,0.0674444444444444
,,,0.8721,0.752,XGB,2200.0,9.0,0.0674444444444444
,,,0.87,0.7441,XGB,2500.0,9.0,0.0674444444444444
,,,0.868,0.7441,XGB,2800.0,9.0,0.0674444444444444
,,,0.868,0.7441,XGB,3100.0,9.0,0.0674444444444444
,,,0.8117,0.611,XGB,100.0,3.0,0.1006666666666666
,,,0.8485,0.7023,XGB,400.0,3.0,0.1006666666666666
,,,0.8628,0.7311,XGB,700.0,3.0,0.1006666666666666
,,,0.8639,0.7363,XGB,1000.0,3.0,0.1006666666666666
,,,0.8608,0.7258,XGB,1300.0,3.0,0.1006666666666666
,,,0.8669,0.7389,XGB,1600.0,3.0,0.1006666666666666
,,,0.8649,0.7415,XGB,1900.0,3.0,0.1006666666666666
,,,0.8639,0.7389,XGB,2200.0,3.0,0.1006666666666666
,,,0.8598,0.7337,XGB,2500.0,3.0,0.1006666666666666
,,,0.8628,0.7389,XGB,2800.0,3.0,0.1006666666666666
,,,0.8608,0.7337,XGB,3100.0,3.0,0.1006666666666666
,,,0.8526,0.6893,XGB,100.0,6.0,0.1006666666666666
,,,0.871,0.7311,XGB,400.0,6.0,0.1006666666666666
,,,0.871,0.7337,XGB,700.0,6.0,0.1006666666666666
,,,0.8731,0.7415,XGB,1000.0,6.0,0.1006666666666666
,,,0.868,0.7337,XGB,1300.0,6.0,0.1006666666666666
,,,0.8669,0.7337,XGB,1600.0,6.0,0.1006666666666666
,,,0.869,0.7363,XGB,1900.0,6.0,0.1006666666666666
,,,0.869,0.7363,XGB,2200.0,6.0,0.1006666666666666
,,,0.869,0.7363,XGB,2500.0,6.0,0.1006666666666666
,,,0.869,0.7363,XGB,2800.0,6.0,0.1006666666666666
,,,0.8669,0.7337,XGB,3100.0,6.0,0.1006666666666666
,,,0.8659,0.705,XGB,100.0,9.0,0.1006666666666666
,,,0.871,0.7285,XGB,400.0,9.0,0.1006666666666666
,,,0.869,0.7337,XGB,700.0,9.0,0.1006666666666666
,,,0.8741,0.7467,XGB,1000.0,9.0,0.1006666666666666
,,,0.8721,0.7467,XGB,1300.0,9.0,0.1006666666666666
,,,0.87,0.7441,XGB,1600.0,9.0,0.1006666666666666
,,,0.8741,0.7493,XGB,1900.0,9.0,0.1006666666666666
,,,0.8731,0.7493,XGB,2200.0,9.0,0.1006666666666666
,,,0.8721,0.7493,XGB,2500.0,9.0,0.1006666666666666
,,,0.871,0.7467,XGB,2800.0,9.0,0.1006666666666666
,,,0.87,0.7467,XGB,3100.0,9.0,0.1006666666666666
,,,0.826,0.6371,XGB,100.0,3.0,0.1338888888888889
,,,0.8536,0.6919,XGB,400.0,3.0,0.1338888888888889
,,,0.8536,0.705,XGB,700.0,3.0,0.1338888888888889
,,,0.8588,0.7232,XGB,1000.0,3.0,0.1338888888888889
,,,0.8557,0.7206,XGB,1300.0,3.0,0.1338888888888889
,,,0.8608,0.7258,XGB,1600.0,3.0,0.1338888888888889
,,,0.8577,0.7232,XGB,1900.0,3.0,0.1338888888888889
,,,0.8618,0.7285,XGB,2200.0,3.0,0.1338888888888889
,,,0.8639,0.7311,XGB,2500.0,3.0,0.1338888888888889
,,,0.8588,0.7258,XGB,2800.0,3.0,0.1338888888888889
,,,0.8588,0.7285,XGB,3100.0,3.0,0.1338888888888889
,,,0.871,0.7311,XGB,100.0,6.0,0.1338888888888889
,,,0.8751,0.7363,XGB,400.0,6.0,0.1338888888888889
,,,0.8741,0.7415,XGB,700.0,6.0,0.1338888888888889
,,,0.8751,0.7467,XGB,1000.0,6.0,0.1338888888888889
,,,0.8741,0.7467,XGB,1300.0,6.0,0.1338888888888889
,,,0.8741,0.7415,XGB,1600.0,6.0,0.1338888888888889
,,,0.8741,0.7441,XGB,1900.0,6.0,0.1338888888888889
,,,0.8741,0.7467,XGB,2200.0,6.0,0.1338888888888889
,,,0.8751,0.7493,XGB,2500.0,6.0,0.1338888888888889
,,,0.8741,0.7467,XGB,2800.0,6.0,0.1338888888888889
,,,0.8741,0.7467,XGB,3100.0,6.0,0.1338888888888889
,,,0.8741,0.7206,XGB,100.0,9.0,0.1338888888888889
,,,0.8762,0.7415,XGB,400.0,9.0,0.1338888888888889
,,,0.8741,0.7363,XGB,700.0,9.0,0.1338888888888889
,,,0.8782,0.7415,XGB,1000.0,9.0,0.1338888888888889
,,,0.8762,0.7493,XGB,1300.0,9.0,0.1338888888888889
,,,0.8741,0.7467,XGB,1600.0,9.0,0.1338888888888889
,,,0.8731,0.7467,XGB,1900.0,9.0,0.1338888888888889
,,,0.871,0.7467,XGB,2200.0,9.0,0.1338888888888889
,,,0.871,0.7467,XGB,2500.0,9.0,0.1338888888888889
,,,0.8721,0.7467,XGB,2800.0,9.0,0.1338888888888889
,,,0.871,0.7441,XGB,3100.0,9.0,0.1338888888888889
,,,0.8291,0.6527,XGB,100.0,3.0,0.1671111111111111
,,,0.8485,0.7023,XGB,400.0,3.0,0.1671111111111111
,,,0.8516,0.7128,XGB,700.0,3.0,0.1671111111111111
,,,0.8588,0.7154,XGB,1000.0,3.0,0.1671111111111111
,,,0.8577,0.718,XGB,1300.0,3.0,0.1671111111111111
,,,0.8618,0.7311,XGB,1600.0,3.0,0.1671111111111111
,,,0.8598,0.7258,XGB,1900.0,3.0,0.1671111111111111
,,,0.8598,0.7311,XGB,2200.0,3.0,0.1671111111111111
,,,0.8618,0.7363,XGB,2500.0,3.0,0.1671111111111111
,,,0.8618,0.7363,XGB,2800.0,3.0,0.1671111111111111
,,,0.8628,0.7363,XGB,3100.0,3.0,0.1671111111111111
,,,0.8598,0.7102,XGB,100.0,6.0,0.1671111111111111
,,,0.8669,0.7285,XGB,400.0,6.0,0.1671111111111111
,,,0.8731,0.7389,XGB,700.0,6.0,0.1671111111111111
,,,0.8772,0.7493,XGB,1000.0,6.0,0.1671111111111111
,,,0.8772,0.7493,XGB,1300.0,6.0,0.1671111111111111
,,,0.8741,0.7467,XGB,1600.0,6.0,0.1671111111111111
,,,0.871,0.7415,XGB,1900.0,6.0,0.1671111111111111
,,,0.87,0.7415,XGB,2200.0,6.0,0.1671111111111111
,,,0.87,0.7389,XGB,2500.0,6.0,0.1671111111111111
,,,0.87,0.7389,XGB,2800.0,6.0,0.1671111111111111
,,,0.8649,0.7363,XGB,3100.0,6.0,0.1671111111111111
,,,0.8649,0.7154,XGB,100.0,9.0,0.1671111111111111
,,,0.8659,0.7337,XGB,400.0,9.0,0.1671111111111111
,,,0.868,0.7467,XGB,700.0,9.0,0.1671111111111111
,,,0.868,0.7441,XGB,1000.0,9.0,0.1671111111111111
,,,0.8649,0.7441,XGB,1300.0,9.0,0.1671111111111111
,,,0.8649,0.7467,XGB,1600.0,9.0,0.1671111111111111
,,,0.8639,0.7389,XGB,1900.0,9.0,0.1671111111111111
,,,0.8628,0.7363,XGB,2200.0,9.0,0.1671111111111111
,,,0.8639,0.7389,XGB,2500.0,9.0,0.1671111111111111
,,,0.8618,0.7337,XGB,2800.0,9.0,0.1671111111111111
,,,0.8618,0.7337,XGB,3100.0,9.0,0.1671111111111111
,,,0.8321,0.6606,XGB,100.0,3.0,0.2003333333333333
,,,0.8598,0.7285,XGB,400.0,3.0,0.2003333333333333
,,,0.8547,0.7206,XGB,700.0,3.0,0.2003333333333333
,,,0.8628,0.7389,XGB,1000.0,3.0,0.2003333333333333
,,,0.8639,0.7363,XGB,1300.0,3.0,0.2003333333333333
,,,0.8618,0.7311,XGB,1600.0,3.0,0.2003333333333333
,,,0.8618,0.7285,XGB,1900.0,3.0,0.2003333333333333
,,,0.8649,0.7415,XGB,2200.0,3.0,0.2003333333333333
,,,0.8628,0.7389,XGB,2500.0,3.0,0.2003333333333333
,,,0.8608,0.7337,XGB,2800.0,3.0,0.2003333333333333
,,,0.8608,0.7363,XGB,3100.0,3.0,0.2003333333333333
,,,0.8526,0.7023,XGB,100.0,6.0,0.2003333333333333
,,,0.8669,0.7337,XGB,400.0,6.0,0.2003333333333333
,,,0.869,0.7363,XGB,700.0,6.0,0.2003333333333333
,,,0.87,0.7415,XGB,1000.0,6.0,0.2003333333333333
,,,0.871,0.7415,XGB,1300.0,6.0,0.2003333333333333
,,,0.87,0.7415,XGB,1600.0,6.0,0.2003333333333333
,,,0.869,0.7415,XGB,1900.0,6.0,0.2003333333333333
,,,0.869,0.7415,XGB,2200.0,6.0,0.2003333333333333
,,,0.868,0.7415,XGB,2500.0,6.0,0.2003333333333333
,,,0.869,0.7415,XGB,2800.0,6.0,0.2003333333333333
,,,0.869,0.7441,XGB,3100.0,6.0,0.2003333333333333
,,,0.87,0.7311,XGB,100.0,9.0,0.2003333333333333
,,,0.871,0.7493,XGB,400.0,9.0,0.2003333333333333
,,,0.868,0.752,XGB,700.0,9.0,0.2003333333333333
,,,0.8669,0.7493,XGB,1000.0,9.0,0.2003333333333333
,,,0.8669,0.7493,XGB,1300.0,9.0,0.2003333333333333
,,,0.868,0.752,XGB,1600.0,9.0,0.2003333333333333
,,,0.8649,0.7493,XGB,1900.0,9.0,0.2003333333333333
,,,0.8649,0.7493,XGB,2200.0,9.0,0.2003333333333333
,,,0.8649,0.7441,XGB,2500.0,9.0,0.2003333333333333
,,,0.8639,0.7415,XGB,2800.0,9.0,0.2003333333333333
,,,0.8649,0.7415,XGB,3100.0,9.0,0.2003333333333333
,,,0.8444,0.6997,XGB,100.0,3.0,0.2335555555555555
,,,0.8588,0.7311,XGB,400.0,3.0,0.2335555555555555
,,,0.8577,0.7441,XGB,700.0,3.0,0.2335555555555555
,,,0.8608,0.7467,XGB,1000.0,3.0,0.2335555555555555
,,,0.8659,0.752,XGB,1300.0,3.0,0.2335555555555555
,,,0.8628,0.7441,XGB,1600.0,3.0,0.2335555555555555
,,,0.8669,0.7415,XGB,1900.0,3.0,0.2335555555555555
,,,0.8649,0.7441,XGB,2200.0,3.0,0.2335555555555555
,,,0.8649,0.7415,XGB,2500.0,3.0,0.2335555555555555
,,,0.8649,0.7415,XGB,2800.0,3.0,0.2335555555555555
,,,0.8639,0.7415,XGB,3100.0,3.0,0.2335555555555555
,,,0.8588,0.7232,XGB,100.0,6.0,0.2335555555555555
,,,0.868,0.7467,XGB,400.0,6.0,0.2335555555555555
,,,0.869,0.7467,XGB,700.0,6.0,0.2335555555555555
,,,0.869,0.7441,XGB,1000.0,6.0,0.2335555555555555
,,,0.87,0.7493,XGB,1300.0,6.0,0.2335555555555555
,,,0.87,0.7467,XGB,1600.0,6.0,0.2335555555555555
,,,0.871,0.7493,XGB,1900.0,6.0,0.2335555555555555
,,,0.8721,0.752,XGB,2200.0,6.0,0.2335555555555555
,,,0.869,0.7493,XGB,2500.0,6.0,0.2335555555555555
,,,0.868,0.7467,XGB,2800.0,6.0,0.2335555555555555
,,,0.869,0.752,XGB,3100.0,6.0,0.2335555555555555
,,,0.8536,0.7102,XGB,100.0,9.0,0.2335555555555555
,,,0.8628,0.7363,XGB,400.0,9.0,0.2335555555555555
,,,0.8628,0.7415,XGB,700.0,9.0,0.2335555555555555
,,,0.8598,0.7337,XGB,1000.0,9.0,0.2335555555555555
,,,0.8588,0.7311,XGB,1300.0,9.0,0.2335555555555555
,,,0.8588,0.7311,XGB,1600.0,9.0,0.2335555555555555
,,,0.8608,0.7311,XGB,1900.0,9.0,0.2335555555555555
,,,0.8588,0.7285,XGB,2200.0,9.0,0.2335555555555555
,,,0.8608,0.7311,XGB,2500.0,9.0,0.2335555555555555
,,,0.8608,0.7337,XGB,2800.0,9.0,0.2335555555555555
,,,0.8598,0.7311,XGB,3100.0,9.0,0.2335555555555555
,,,0.8362,0.6736,XGB,100.0,3.0,0.2667777777777778
,,,0.8516,0.7232,XGB,400.0,3.0,0.2667777777777778
,,,0.8526,0.7258,XGB,700.0,3.0,0.2667777777777778
,,,0.8506,0.7206,XGB,1000.0,3.0,0.2667777777777778
,,,0.8557,0.7285,XGB,1300.0,3.0,0.2667777777777778
,,,0.8567,0.7311,XGB,1600.0,3.0,0.2667777777777778
,,,0.8536,0.7232,XGB,1900.0,3.0,0.2667777777777778
,,,0.8577,0.7311,XGB,2200.0,3.0,0.2667777777777778
,,,0.8536,0.7285,XGB,2500.0,3.0,0.2667777777777778
,,,0.8536,0.7258,XGB,2800.0,3.0,0.2667777777777778
,,,0.8516,0.7258,XGB,3100.0,3.0,0.2667777777777778
,,,0.8557,0.7076,XGB,100.0,6.0,0.2667777777777778
,,,0.8649,0.7415,XGB,400.0,6.0,0.2667777777777778
,,,0.8628,0.7389,XGB,700.0,6.0,0.2667777777777778
,,,0.8618,0.7389,XGB,1000.0,6.0,0.2667777777777778
,,,0.8608,0.7363,XGB,1300.0,6.0,0.2667777777777778
,,,0.8618,0.7389,XGB,1600.0,6.0,0.2667777777777778
,,,0.8628,0.7415,XGB,1900.0,6.0,0.2667777777777778
,,,0.8628,0.7415,XGB,2200.0,6.0,0.2667777777777778
,,,0.8628,0.7415,XGB,2500.0,6.0,0.2667777777777778
,,,0.8639,0.7441,XGB,2800.0,6.0,0.2667777777777778
,,,0.8618,0.7389,XGB,3100.0,6.0,0.2667777777777778
,,,0.8577,0.7023,XGB,100.0,9.0,0.2667777777777778
,,,0.8639,0.7258,XGB,400.0,9.0,0.2667777777777778
,,,0.8659,0.7311,XGB,700.0,9.0,0.2667777777777778
,,,0.8649,0.7311,XGB,1000.0,9.0,0.2667777777777778
,,,0.868,0.7389,XGB,1300.0,9.0,0.2667777777777778
,,,0.8669,0.7363,XGB,1600.0,9.0,0.2667777777777778
,,,0.868,0.7389,XGB,1900.0,9.0,0.2667777777777778
,,,0.8669,0.7363,XGB,2200.0,9.0,0.2667777777777778
,,,0.868,0.7389,XGB,2500.0,9.0,0.2667777777777778
,,,0.8669,0.7389,XGB,2800.0,9.0,0.2667777777777778
,,,0.8659,0.7389,XGB,3100.0,9.0,0.2667777777777778
,,,0.8424,0.6893,XGB,100.0,3.0,0.3
,,,0.8567,0.7285,XGB,400.0,3.0,0.3
,,,0.8526,0.7258,XGB,700.0,3.0,0.3
,,,0.8567,0.7311,XGB,1000.0,3.0,0.3
,,,0.8567,0.7311,XGB,1300.0,3.0,0.3
,,,0.8567,0.7311,XGB,1600.0,3.0,0.3
,,,0.8577,0.7337,XGB,1900.0,3.0,0.3
,,,0.8588,0.7363,XGB,2200.0,3.0,0.3
,,,0.8567,0.7337,XGB,2500.0,3.0,0.3
,,,0.8567,0.7337,XGB,2800.0,3.0,0.3
,,,0.8588,0.7389,XGB,3100.0,3.0,0.3
,,,0.8516,0.7102,XGB,100.0,6.0,0.3
,,,0.8598,0.7337,XGB,400.0,6.0,0.3
,,,0.8598,0.7311,XGB,700.0,6.0,0.3
,,,0.8547,0.7285,XGB,1000.0,6.0,0.3
,,,0.8588,0.7337,XGB,1300.0,6.0,0.3
,,,0.8588,0.7337,XGB,1600.0,6.0,0.3
,,,0.8588,0.7311,XGB,1900.0,6.0,0.3
,,,0.8588,0.7311,XGB,2200.0,6.0,0.3
,,,0.8598,0.7337,XGB,2500.0,6.0,0.3
,,,0.8577,0.7311,XGB,2800.0,6.0,0.3
,,,0.8588,0.7311,XGB,3100.0,6.0,0.3
,,,0.8628,0.718,XGB,100.0,9.0,0.3
,,,0.87,0.7415,XGB,400.0,9.0,0.3
,,,0.868,0.7415,XGB,700.0,9.0,0.3
,,,0.868,0.7467,XGB,1000.0,9.0,0.3
,,,0.8669,0.7441,XGB,1300.0,9.0,0.3
,,,0.8659,0.7441,XGB,1600.0,9.0,0.3
,,,0.868,0.7441,XGB,1900.0,9.0,0.3
,,,0.8649,0.7441,XGB,2200.0,9.0,0.3
,,,0.8639,0.7415,XGB,2500.0,9.0,0.3
,,,0.8628,0.7415,XGB,2800.0,9.0,0.3
,,,0.8628,0.7415,XGB,3100.0,9.0,0.3
